_ - DATA,_ - id,URL,_ - creationDate,_ - modificationDate,_ - type,_ - name,_ - leadImg,_ - title,_ - _ownSite,_ - text,_ - conditionDestroyed,_ - conditionTranslocated,_ - conditionDamaged,_ - conditionMissing,_ - conditionPaintedOver,_ - verbaleDating,_ - positionCeiling,_ - positionWall,_ - positionOnEquipment,_ - orientationEast,_ - orientationWest,_ - orientationNorth,_ - orientationSouth,_ - orientationCenter,_ - gender,_ - gnd,_ - locationLng,_ - locationLat,_ - addressState,_ - addressLocality,_ - addressCountry,_ - addressZip,_ - shortText,_ - addressStreet,_ - bildindex,_ - width,_ - length,_ - tempBibliography,_ - roomNumber,_ - signature,_ - height,_ - diameter,_ - images - images,_ - iconography - iconography,_ - productionMethods - productionMethods,_ - functions - functions,_ - productionMaterials - productionMaterials,_ - alternativeNames - alternativeNames,_ - tempImageLicense - license,_ - tempImageLicense - additionalLicenseHolderInfo,_ - conditionDestroyed - conditionDestroyed
e11366d0-c4c4-11e9-8385-59bf93401dce,e11366d0-c4c4-11e9-8385-59bf93401dce,https://www.deckenmalerei.eu/e11366d0-c4c4-11e9-8385-59bf93401dce,1566469060001,1566469060001,OBJ#PERSON,Giovanni Carlone,,,,,,,,,,,,,,,,,,,male,1093884479,,,,,,,,,,,,,,,,,,,,,,,,,
e709b460-c7e2-11e9-91e0-9bbdba1c3ce9,e709b460-c7e2-11e9-91e0-9bbdba1c3ce9,https://www.deckenmalerei.eu/e709b460-c7e2-11e9-91e0-9bbdba1c3ce9,1566811296422,1601632806533,OBJ#PERSON,Sebastian von Pötting,,,,,,,,,,,,,,,,,,,male,11566758X,,,,,,,,,,,,,,,,,,,,,,"Pötting, Sebastian von",,,
d067fd7b-f6ac-4093-9163-7464253a7a20,d067fd7b-f6ac-4093-9163-7464253a7a20,https://www.deckenmalerei.eu/d067fd7b-f6ac-4093-9163-7464253a7a20,1604146240010,1604146240010,OBJ#PERSON,Sebastian von Pötting,,,,,,,,,,,,,,,,,,,male,11566758X,,,,,,,,,,,,,,,,,,,,,,,,,
e74f6e00-c4c3-11e9-8385-59bf93401dce,e74f6e00-c4c3-11e9-8385-59bf93401dce,https://www.deckenmalerei.eu/e74f6e00-c4c3-11e9-8385-59bf93401dce,1566468128992,1566468128992,OBJ#PERSON,Sebastian von Pötting,,,,,,,,,,,,,,,,,,,male,11566758X,,,,,,,,,,,,,,,,,,,,,,,,,
95030c59-9d1c-455e-8e69-851efbca079a,95030c59-9d1c-455e-8e69-851efbca079a,https://www.deckenmalerei.eu/95030c59-9d1c-455e-8e69-851efbca079a,1594990442108,1594990442108,OBJ#PERSON,Stephan Laurenz de La Roque,,,,,,,,,,,,,,,,,,,male,18945802X,,,,,,,,,,,,,,,,,,,,,,,,,
0a18423b-6746-4fda-ba41-6f00da58efdc,0a18423b-6746-4fda-ba41-6f00da58efdc,https://www.deckenmalerei.eu/0a18423b-6746-4fda-ba41-6f00da58efdc,1636480165776,1636480165776,OBJ#PERSON,Stephan Laurenz de La Roque,,,,,,,,,,,,,,,,,,,male,18945802X,,,,,,,,,,,,,,,,,,,,,,,,,
cd74f330-a185-47a4-a673-b0fe0b5cc4a9,cd74f330-a185-47a4-a673-b0fe0b5cc4a9,https://www.deckenmalerei.eu/cd74f330-a185-47a4-a673-b0fe0b5cc4a9,1624977228966,1624977228966,OBJ#GROUP,Duchy of Jülich-Berg,,,,,,,,,,,,,,,,,,,,4028839-0,,,,,,,,,,,,,,,,,,,,,,,,,
955ac483-44b6-405b-9f32-a40680a6dc48,955ac483-44b6-405b-9f32-a40680a6dc48,https://www.deckenmalerei.eu/955ac483-44b6-405b-9f32-a40680a6dc48,1624616652413,1624616652413,OBJ#GROUP,Duchy of Jülich-Berg,,,,,,,,,,,,,,,,,,,,4028839-0,,,,,,,,,,,,,,,,,,,,,,,,,
45ff2470-c5a7-11e9-b229-6b499a37f581,45ff2470-c5a7-11e9-b229-6b499a37f581,https://www.deckenmalerei.eu/45ff2470-c5a7-11e9-b229-6b499a37f581,1566569074739,1566569074739,OBJ#BUILDING,Schloss Richmond,https://www.bildindex.de/ete?action=queryupdate&desc=fmd498497&index=pic-all,,,,false,false,false,,,1768-69,,,,,,,,,,4089992-5,10.52675,52.24008,Niedersachsen,Braunschweig,Deutschland,38124,,Wolfenbütteler Straße 55,obj20487295,,,,,,,,https://www.bildindex.de/ete?action=queryupdate&desc=fmd498498&index=pic-all,,,MAISON_DE_PLAISANCE,,,,,
cdf37bc0-c5a6-11e9-b229-6b499a37f581,cdf37bc0-c5a6-11e9-b229-6b499a37f581,https://www.deckenmalerei.eu/cdf37bc0-c5a6-11e9-b229-6b499a37f581,1566569064750,1589814030493,OBJ#ENSEMBLE,Schloss Richmond,https://www.bildindex.de/ete?action=queryupdate&desc=fmd498501&index=pic-all,,,,false,false,false,,,1768-69,,,,,,,,,,4089992-5,10.5267398446456,52.24002896390459,Niedersachsen,Braunschweig,Deutschland,38124,,Wolfenbütteler Straße 54,obj20487295,,,,,,,,https://www.bildindex.de/ete?action=queryupdate&desc=fmd498501&index=pic-all,,,PALACE_COMPLEX,,,CC BY-NC-ND 4.0,,
a8be3de5-b2ac-48dc-97ce-53507879688c,a8be3de5-b2ac-48dc-97ce-53507879688c,https://www.deckenmalerei.eu/a8be3de5-b2ac-48dc-97ce-53507879688c,1602784776360,1602786432339,OBJ#BUILDING_DIVISION,Großer Garten,https://www.bildindex.de/ete?action=queryupdate&desc=fmd494132&index=pic-all,,,,false,false,false,false,false,1674,,,,,,,,,,4123338-4,,,,,,,,,obj20266936,,,,,,,,https://www.bildindex.de/ete?action=queryupdate&desc=fmd494132&index=pic-all,,,,,,,,
9e2843a0-c4be-11e9-a787-75de7068cfba,9e2843a0-c4be-11e9-a787-75de7068cfba,https://www.deckenmalerei.eu/9e2843a0-c4be-11e9-a787-75de7068cfba,1566468089972,1589646249962,OBJ#ENSEMBLE,Großer Garten,,,,,false,false,true,,,1660-1866,,,,,,,,,,4123338-4,9.697880644187272,52.391106301345005,Niedersachsen,Hannover,Deutschland,30419,,Alte Herrenhäuser Straße,,,,,,,,,,,,PALACE_COMPLEX,,,,,
7c269630-f8f7-419a-82b7-73edf92bffe8,7c269630-f8f7-419a-82b7-73edf92bffe8,https://www.deckenmalerei.eu/7c269630-f8f7-419a-82b7-73edf92bffe8,1589876634626,1616858901644,OBJ#ENSEMBLE,Weikersheim Palace,https://www.bildindex.de/ete?action=queryupdate&desc=fmd10024321&index=pic-all,,,,false,false,false,false,false,1595-1709,,,,,,,,,,4242293-0,9.8958439,49.4805503,Baden-Württemberg,Weikersheim,Deutschland,97990,,Marktplatz 11,,,,,,,,,https://www.bildindex.de/ete?action=queryupdate&desc=fmd10024322&index=pic-all,,,PALACE_COMPLEX,,,CC BY-NC-ND 4.0,,
d3d6288e-9f10-4f25-bf26-8eb724401362,d3d6288e-9f10-4f25-bf26-8eb724401362,https://www.deckenmalerei.eu/d3d6288e-9f10-4f25-bf26-8eb724401362,1589877451955,1616858974107,OBJ#BUILDING,Weikersheim Palace,https://www.bildindex.de/ete?action=queryupdate&desc=fmd10024322&index=pic-all,,,,false,false,false,false,false,1595-1709,,,,,,,,,,4242293-0,9.8958439,49.4805503,Baden-Württemberg,Weikersheim,Deutschland,97990,,Marktplatz 11,,,,,,,,,https://www.bildindex.de/ete?action=queryupdate&desc=fmd10005903&index=pic-all,,,PRIMARY_RESIDENCE,,,,,
60e035c8-1242-46f0-bcaa-7e6fccbe2a1a,60e035c8-1242-46f0-bcaa-7e6fccbe2a1a,https://www.deckenmalerei.eu/60e035c8-1242-46f0-bcaa-7e6fccbe2a1a,1632155009616,1650535836341,OBJ#BUILDING,"Schwarzburg, Kaisersaalgebäude",,,,,false,false,true,false,false,1697-1719,,,,,,,,,,4322830-6,11.1937609,50.6387794,Thüringen,Schwarzburg,Deutschland,7427,,Schloßstraße 4,obj20786741,,,,,,,,https://www.bildindex.de/ete?action=queryupdate&desc=fmd10009481&index=pic-all,,,GARDEN_HOUSE,,,CC BY-NC-ND 4.0,,
1ca21642-e5ec-47cf-9f4c-3276c8f87419,1ca21642-e5ec-47cf-9f4c-3276c8f87419,https://www.deckenmalerei.eu/1ca21642-e5ec-47cf-9f4c-3276c8f87419,1649836426949,1650535756049,OBJ#ROOM,Der Kaisersaal,,,,,false,false,true,false,false,1709-1719,,,,,,,,,,4322830-6,,,,,,,,,,,,,,,,,https://www.bildindex.de/ete?action=queryupdate&desc=fmd10009442&index=pic-all,,,IMPERIAL_HALL,,,,,
